Unnamed: 0,adm1_en,adm1_pcode,adm2_en,adm2_pcode,adm3_en,adm3_pcode,adm4_en,adm4_pcode,brgy_total_area
457,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 20 - Cabagñan East (Pob.),PH050506021,0.105
458,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 34 - Oro Site-Magallanes St. (Pob.),PH050506033,0.1448
459,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 5 - Sagmin Pob. (Sagpon 2),PH050506039,0.053
460,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 3 - Em's Barrio East (Pob.),PH050506027,0.0863
461,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 67 - Bariis (Bgy. 46),PH050506044,15.8368
462,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 19 - Cabagñan,PH050506015,0.1955
463,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 60 - Lamba,PH050506077,2.312
464,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 31 - Centro-Baybay (Pob.),PH050506030,0.0981
465,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,El 98 Castilla (Claudio Lopez),PH063022034,0.0161
466,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Jalandoni-Wilson,PH063022074,0.0601
467,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Sinikway (Bangkerohan Lapuz),PH063022014,0.081
468,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Calahunan,PH063022030,1.6467
469,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Buhang,PH063022024,1.3994
470,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Isidro (La Paz),PH063022199,0.4262
471,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Tabuc Suba (Jaro),PH063022175,1.2941
472,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,North San Jose,PH063022119,0.1353
473,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Montinola,PH063022112,0.1257
474,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Dulonan,PH063022048,0.6855
475,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Benedicto (Jaro),PH063022018,0.1725
476,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Hinactacan,PH063022068,1.9748
477,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Maria Cristina,PH063022108,0.0555
478,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Rizal Palapala I,PH063022125,0.0201
479,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Taal,PH063022174,0.3282
480,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Mansaya-Lapuz,PH063022105,0.1597
481,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,M. V. Hechanova,PH063022098,0.8256
482,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,East Timawa,PH063022053,0.0647
483,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Balabago,PH063022010,2.4307
484,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Nonoy,PH063022116,0.0771
485,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Kasingkasing,PH063022079,0.0777
486,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Tanza-Esperanza,PH063022055,0.0561
487,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Danao,PH063022042,0.1989
488,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,PHHC Block 17,PH063022127,0.137
489,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Ungka,PH063022187,0.7416
490,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Gustilo,PH063022063,0.1149
491,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Agustin,PH063022148,0.189
492,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Jose (Arevalo),PH063022155,0.6191
493,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Santa Rosa,PH063022165,0.3812
494,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Calumpang,PH063022032,0.8811
495,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Baldoza,PH063022012,0.3225
496,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,President Roxas,PH063022131,0.1974
497,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Magsaysay,PH063022102,0.0723
498,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,South Baluarte,PH063022172,0.0967
499,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Umapad,PH072230027,2.1302
500,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Casili,PH072230008,0.389
501,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Subangdaku,PH072230022,2.1616
502,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 83-B,PH083747150,0.5859
503,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 100 (San Roque),PH083747018,6.8295
504,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 86,PH083747119,0.1183
505,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 34,PH083747056,0.0144
506,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 29,PH083747051,0.0138
507,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 33,PH083747055,0.0137
508,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 73,PH083747104,0.0492
509,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 101 (New Kawayan),PH083747019,1.4205
510,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 69,PH083747100,0.3783
511,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 42-A,PH083747139,0.0374
512,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 92 (Apitong),PH083747125,1.3514
513,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 50-B,PH083747079,0.2218
514,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Libertad (Barangays 1 & 4),PH083747010,0.3734
515,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 93 (Bagacay),PH083747127,3.5774
516,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,El Reposo (Barangays 55 & 55A),PH083747084,0.089
517,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 31,PH083747053,0.0183
518,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 14,PH083747035,0.0219
519,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 6-A,PH083747013,0.0384
520,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 21-A,PH083747043,0.0086
521,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 24,PH083747046,0.0244
522,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Landang Gua,PH097332035,13.3006
523,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Guiwan,PH097332031,1.4109
524,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Cacao,PH097332017,7.5957
525,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Maasin,PH097332046,4.4766
526,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Calarian,PH097332019,3.8529
527,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Baliwasan,PH097332004,1.273
528,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Mariki,PH097332052,1.2567
529,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Pasilmanta (Sacol Island),PH097332058,5.3645
530,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Lunzuran,PH097332045,3.8441
531,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Mampang,PH097332048,7.8672
532,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Labuan,PH097332033,14.8642
533,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Cabatangan,PH097332016,5.7977
534,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Barangay Zone III (Pob.),PH097332063,0.5534
535,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Divisoria,PH097332026,3.9339
536,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Salaan,PH097332069,19.4121
537,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Pasonanca,PH097332059,12.254
538,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tolosa,PH097332091,36.7884
539,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 32 (Pob.),PH104305026,0.0797
540,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 2 (Pob.),PH104305016,0.0359
541,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Camaman-an,PH104305042,3.2117
542,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Bugo,PH104305041,11.2439
543,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Tumpagon,PH104305072,28.479
544,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,F. S. Catanico,PH104305048,15.8583
545,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 18 (Pob.),PH104305014,0.0474
546,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Cugman,PH104305046,16.0025
547,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Consolacion,PH104305045,0.506
548,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Indahag,PH104305050,18.8479
549,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 34 (Pob.),PH104305028,0.0302
550,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 19 (Pob.),PH104305015,0.0249
551,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Bago Gallera,PH112402005,6.5934
552,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Datu Salumay,PH112402180,20.1263
553,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Baguio (Pob.),PH112402007,8.5557
554,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Sirawan,PH112402104,9.0399
555,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tagakpan,PH112402112,7.0766
556,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Gov. Vicente Duterte,PH112402182,0.3148
557,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tagluno,PH112402113,5.6283
558,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Callawa,PH112402027,14.0751
559,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 22-C (Pob.),PH112402155,0.0977
560,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 14-B (Pob.),PH112402147,0.178
561,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,"Leon Garcia, Sr.",PH112402187,0.1943
562,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Bantol,PH112402177,19.2171
563,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 19-B (Pob.),PH112402152,3.0547
564,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tungakalan,PH112402128,17.2716
565,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Wangan,PH112402131,12.4754
566,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 1-A (Pob.),PH112402134,0.1531
567,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Dacudao,PH112402037,13.076
568,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Alejandra Navarro (Lasang),PH112402056,7.0263
569,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Matina Biao,PH112402078,10.8305
570,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Mapula,PH112402071,73.5327
571,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Ubalde,PH112402194,0.0913
572,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 3-A (Pob.),PH112402136,0.2016
573,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 13-B (Pob.),PH112402146,0.1297
574,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,New Valencia,PH112402083,8.8189
575,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Colosas,PH112402034,106.596
576,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Waan,PH112402195,5.6115
577,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tamayong,PH112402118,19.6589
578,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 25-C (Pob.),PH112402158,0.0521
579,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Barangka Itaas,PH137401006,0.1781
580,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Bagong Silang,PH137401002,0.1393
581,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Hagdang Bato Itaas,PH137401010,0.173
582,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,San Jose,PH137401025,0.0888
583,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,Daanghari,PH137503005,0.3185
584,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,Bangculasi,PH137503004,0.2393
585,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,Tangos,PH137503013,0.3824
586,National Capital Region,PH130000000,"NCR, Fourth District",PH137600000,City of Muntinlupa,PH137603000,Buli,PH137603003,0.6598
587,National Capital Region,PH130000000,"NCR, Fourth District",PH137600000,City of Muntinlupa,PH137603000,Poblacion,PH137603005,6.559
588,National Capital Region,PH130000000,"NCR, Fourth District",PH137600000,City of Muntinlupa,PH137603000,Tunasan,PH137603008,8.4835
589,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Tambac,PH015518030,1.5296
590,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Mangin,PH015518020,1.2702
591,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Mamalingling,PH015518019,1.9676
592,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Pugaro Suit,PH015518027,1.1397
593,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Bonuan Boquig,PH015518008,5.2041
594,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Salisay,PH015518029,0.9571
595,Region III,PH030000000,Nueva Ecija,PH034900000,Palayan City,PH034919000,Mapait,PH034919007,6.4961
596,Region III,PH030000000,Nueva Ecija,PH034900000,Palayan City,PH034919000,Maligaya,PH034919005,8.4924
597,Region III,PH030000000,Nueva Ecija,PH034900000,Palayan City,PH034919000,Bagong Buhay,PH034919022,3.9056
598,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 33 - PNR-Peñaranda St.-Iraya (Pob.),PH050506032,0.1554
599,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 54 - Mabinit (Bgy. 59),PH050506058,3.291
600,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 32 - San Roque (Bgy. 66),PH050506067,0.2474
601,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 1 - Em's Barrio (Pob.),PH050506005,0.4291
602,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 27 - Victory Village South (Pob.),PH050506024,0.0721
603,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 7 - Baño (Pob.),PH050506041,0.0703
604,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 57 - Dap-dap (Bgy. 69),PH050506052,0.2278
605,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 36 - Kapantawan (Pob.),PH050506028,0.112
606,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 42 - Rawis (Bgy. 65),PH050506064,1.5682
607,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 65 - Imalnod (Bgy. 57),PH050506057,5.7123
608,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,"Bgy. 17 - Rizal Street., Ilawod (Pob.)",PH050506013,0.3135
609,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,North Avanceña,PH063022008,0.0975
610,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Calubihan,PH063022078,0.0345
611,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Yulo-Arroyo,PH063022193,0.0373
612,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Arguelles,PH063022006,0.1224
613,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Banuyao,PH063022016,0.5619
614,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Buntatala,PH063022026,1.5114
615,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Seminario (Burgos Jalandoni),PH063022028,0.0489
616,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Roxas Village,PH063022140,0.0382
617,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Muelle Loney-Montes,PH063022113,0.0873
618,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,West Habog-habog,PH063022191,0.0667
619,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Don Esteban-Lapuz,PH063022047,0.2527
620,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Rima-Rizal,PH063022136,0.0141
621,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Lopez Jaena Sur,PH063022096,0.2285
622,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Legaspi dela Rama,PH063022089,0.1168
623,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Macarthur,PH063022100,0.0442
624,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Liberation,PH063022090,0.0489
625,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Aguinaldo,PH063022003,0.0652
626,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Zamora-Melliza,PH063022195,0.1539
627,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Malipayon-Delgado,PH063022104,0.0245
628,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Dungon B,PH063022051,0.5315
629,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Habog-habog Salvacion,PH063022065,0.1306
630,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,PHHC Block 22 NHA,PH063022128,0.1994
631,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Javellana,PH063022076,0.0294
632,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Fajardo,PH063022056,0.0566
633,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Bito-on,PH063022019,1.6052
634,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Poblacion Molo,PH063022129,0.066
635,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,South San Jose,PH063022173,0.2666
636,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Lapuz Norte,PH063022087,0.3448
637,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Magdalo,PH063022101,0.1045
638,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Lanit,PH063022086,2.4507
639,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Dungon A,PH063022050,0.2111
640,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Mantuyong,PH072230018,0.1332
641,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Guizo,PH072230012,0.3919
642,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Canduman,PH072230007,1.8807
643,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Basak,PH072230004,0.7074
644,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Pagsabungan,PH072230021,1.4296
645,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Opao,PH072230019,1.0157
646,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Cabancalan,PH072230005,1.97
647,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 74,PH083747105,2.0064
648,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Nula-tula (Bgys. 3 & 3A),PH083747008,0.2783
649,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 50-A,PH083747078,0.0112
650,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 109-A,PH083747135,0.8527
651,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 59-B,PH083747147,0.0615
652,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 37-A,PH083747061,0.8425
653,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 107 (Santa Elena),PH083747026,9.4276
654,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 88,PH083747121,2.4135
655,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 57,PH083747086,0.0204
656,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 75,PH083747106,0.1482
657,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 30,PH083747052,0.0116
658,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 59-A,PH083747146,0.2022
659,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 62,PH083747092,0.1022
660,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 71,PH083747102,0.7392
661,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 77,PH083747108,0.4995
662,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 94-A,PH083747155,1.5958
663,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 63,PH083747093,0.1855
664,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 70,PH083747101,0.0165
665,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 72,PH083747103,0.1114
666,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,San Roque,PH097332072,7.5416
667,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Santa Barbara,PH097332074,3.116
668,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Limpapa,PH097332041,15.144
669,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Zambowood,PH097332104,4.5782
670,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Rio Hondo,PH097332068,0.3583
671,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Baluno,PH097332005,33.7212
672,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Sinubung,PH097332079,13.805
673,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Curuan,PH097332024,55.7735
674,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Dita,PH097332025,12.2557
675,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Santa Catalina,PH097332075,0.6873
676,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Pasobolong,PH097332102,3.0327
677,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Limaong,PH097332040,39.0708
678,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Muti,PH097332054,18.0536
679,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Santo Niño,PH097332077,0.2535
680,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Lubigan,PH097332042,12.6001
681,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tumaga,PH097332094,2.9361
682,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Landang Laum,PH097332036,16.0327
683,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Quiniput,PH097332066,14.3939
684,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 36 (Pob.),PH104305080,0.0571
685,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 23 (Pob.),PH104305019,0.0807
686,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Gusa,PH104305049,4.5641
687,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 12 (Pob.),PH104305008,0.0242
688,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 33 (Pob.),PH104305027,0.0574
689,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 39 (Pob.),PH104305030,0.0234
